Customer ID,Age,Annual Income,Family Size,Education,Marital Status,Gender,Spending Score,Profession,Work Experience
5057,63,61794.0,1,Master,Married,,,,
254,69,53863.0,1,Graduation,Together,,,,
4179,65,24221.0,0,Graduation,Together,,,,
3710,40,39684.0,1,PhD,Single,,,,
7627,49,92163.0,0,Master,Married,,,,
4501,59,69882.0,0,Master,Single,,,,
6424,47,33178.0,1,Graduation,Together,,,,
3075,52,59973.0,0,PhD,Married,,,,
4992,49,17459.0,1,Master,Together,,,,
5252,55,23910.0,1,Graduation,Divorced,,,,
7444,55,42169.0,2,Master,Married,,,,
6919,46,26224.0,1,2n Cycle,Married,,,,
3537,43,31089.0,1,Graduation,Together,,,,
10277,63,30081.0,1,Graduation,Single,,,,
2453,64,62807.0,1,Graduation,Together,,,,
7972,69,72906.0,0,Graduation,Single,,,,
895,76,61467.0,2,PhD,Married,,,,
1177,58,49618.0,2,Master,Together,,,,
7141,38,21888.0,1,Master,Single,,,,
7232,51,42429.0,1,Graduation,Widow,,,,
8477,68,26150.0,3,Graduation,Divorced,,,,
2457,49,30801.0,1,Basic,Married,,,,
988,59,81168.0,0,Graduation,Married,,,,
7930,55,26877.0,0,Master,Single,,,,
4587,80,45006.0,0,Master,Widow,,,,
6682,51,18978.0,1,Basic,Married,,,,
6222,57,22574.0,3,Graduation,Married,,,,
10299,55,48240.0,0,PhD,Single,,,,
3083,50,45837.0,2,Graduation,Married,,,,
8953,59,35791.0,3,Master,Single,,,,
1503,48,162397.0,2,PhD,Together,,,,
8650,46,54162.0,2,Graduation,Widow,,,,
10862,64,30522.0,1,Master,Married,,,,
2782,63,54456.0,1,PhD,Married,,,,
6941,53,31632.0,0,Graduation,Single,,,,
10972,75,72298.0,0,Graduation,Widow,,,,
10708,46,36975.0,1,2n Cycle,Single,,,,
6583,69,72635.0,0,2n Cycle,Married,,,,
3641,48,13624.0,1,Graduation,Married,,,,
10156,49,84196.0,1,Graduation,Single,,,,
4299,64,70971.0,1,Graduation,Together,,,,
3469,47,34487.0,2,PhD,Divorced,,,,
5063,47,28769.0,1,Graduation,Single,,,,
10727,54,69084.0,1,PhD,Married,,,,
9624,66,65488.0,0,PhD,Together,,,,
5156,54,62466.0,1,2n Cycle,Married,,,,
4376,64,32218.0,0,2n Cycle,Single,,,,
8923,51,83917.0,0,Graduation,Single,,,,
8461,62,46102.0,3,Graduation,Divorced,,,,
6945,72,84574.0,0,Graduation,Single,,,,
944,62,56181.0,1,Graduation,Married,,,,
1907,74,63120.0,1,Master,Divorced,,,,
701,53,73691.0,1,Graduation,Married,,,,
3856,64,63381.0,1,Graduation,Together,,,,
4149,76,76140.0,0,PhD,Together,,,,
2131,65,62859.0,1,PhD,Divorced,,,,
2942,60,45906.0,1,Graduation,Single,,,,
1173,77,77632.0,0,Master,Together,,,,
4381,53,46463.0,2,PhD,Married,,,,
4611,54,105471.0,0,Graduation,Together,,,,
3376,54,55282.0,1,Master,Divorced,,,,
4679,47,78710.0,1,Master,Married,,,,
10928,66,66886.0,1,Graduation,Together,,,,
4248,64,98777.0,0,Master,Single,,,,
6728,39,29103.0,1,Graduation,Together,,,,
6661,50,67445.0,1,Graduation,Married,,,,
4725,74,50616.0,1,PhD,Together,,,,
3277,69,49431.0,1,Graduation,Divorced,,,,
5555,49,153924.0,0,Graduation,Divorced,,,,
2564,71,61278.0,1,Graduation,Together,,,,
946,66,26490.0,0,2n Cycle,Together,,,,
3867,77,73059.0,1,PhD,Together,,,,
6940,58,46734.0,3,PhD,Single,,,,
55,61,56253.0,1,Graduation,Together,,,,
7093,39,19986.0,1,Graduation,Married,,,,
5084,49,58330.0,1,Graduation,Widow,,,,
1777,44,25965.0,0,Basic,Married,,,,
8162,68,14661.0,0,Master,Together,,,,
10826,65,18690.0,0,Graduation,Married,,,,
8754,50,45068.0,1,PhD,Together,,,,
1987,37,21063.0,1,Basic,Single,,,,
11007,56,29187.0,1,PhD,Married,,,,
7426,53,54690.0,2,2n Cycle,Married,,,,
9153,60,59304.0,1,PhD,Married,,,,
10379,62,59247.0,2,Master,Single,,,,
9204,54,66731.0,1,Graduation,Widow,,,,
3197,44,77353.0,1,Graduation,Married,,,,
2920,49,52614.0,1,PhD,Single,,,,
6961,50,26751.0,2,Graduation,Married,,,,
4673,61,81300.0,1,PhD,Married,,,,
9937,45,70337.0,0,Graduation,Single,,,,
8779,39,36145.0,1,2n Cycle,Married,,,,
9596,44,65295.0,0,PhD,Single,,,,
2891,61,68118.0,1,Graduation,Divorced,,,,
4910,57,68743.0,0,Graduation,Divorced,,,,
75,42,41039.0,0,2n Cycle,Together,,,,
10120,69,38946.0,1,Graduation,Together,,,,
6327,57,65777.0,0,Graduation,Together,,,,
10142,48,66476.0,1,PhD,Divorced,,,,
9826,52,86857.0,0,PhD,Single,,,,
1501,42,160803.0,0,PhD,Married,,,,
10767,35,77845.0,0,PhD,Together,,,,
7279,55,69476.0,0,PhD,Together,,,,
7230,64,50611.0,1,PhD,Divorced,,,,
143,54,61209.0,0,Graduation,Single,,,,
450,66,42315.0,1,Master,Together,,,,
9316,72,13084.0,0,Basic,Together,,,,
6379,75,47570.0,2,Master,Widow,,,,
9239,63,61923.0,2,Master,Married,,,,
8315,29,34824.0,0,Graduation,Single,,,,
2868,75,26518.0,2,PhD,Single,,,,
10888,63,45938.0,0,Graduation,Single,,,,
1277,64,78468.0,0,Graduation,Together,,,,
9977,51,78901.0,1,Graduation,Divorced,,,,
10196,46,71427.0,2,Graduation,Married,,,,
6384,46,71022.0,1,Graduation,Divorced,,,,
8029,36,90247.0,0,Master,Single,,,,
968,56,41335.0,1,Master,Divorced,,,,
6988,38,71952.0,1,Graduation,Married,,,,
4472,54,35682.0,1,PhD,Divorced,,,,
6991,73,43185.0,1,Graduation,Divorced,,,,
3336,76,66375.0,1,PhD,Together,,,,
4301,53,35178.0,1,Master,Married,,,,
1940,38,25252.0,1,Graduation,Married,,,,
1272,59,55250.0,1,Master,Single,,,,
1388,49,33249.0,1,Graduation,Single,,,,
1044,71,58398.0,0,Graduation,Together,,,,
6969,42,50272.0,1,Graduation,Together,,,,
10479,49,76618.0,0,PhD,Married,,,,
3619,64,87305.0,0,2n Cycle,Divorced,,,,
1715,46,25851.0,1,Graduation,Together,,,,
10159,54,58710.0,1,Graduation,Divorced,,,,
1463,66,45160.0,2,Graduation,Single,,,,
5114,59,74806.0,1,Master,Married,,,,
4990,70,59111.0,0,Graduation,Married,,,,
4329,40,18988.0,1,PhD,Married,,,,
10936,59,72190.0,0,Graduation,Married,,,,
4692,48,7500.0,1,Graduation,Married,,,,
7212,58,44794.0,1,Graduation,Married,,,,
6086,69,80395.0,0,Graduation,Married,,,,
437,48,75012.0,0,Master,Divorced,,,,
11171,59,56962.0,3,Master,Married,,,,
11101,33,89891.0,0,Graduation,Together,,,,
5329,75,35946.0,2,PhD,Divorced,,,,
610,71,53593.0,2,PhD,Together,,,,
9384,46,66373.0,2,Graduation,Married,,,,
5956,76,45072.0,3,PhD,Divorced,,,,
10430,51,89694.0,2,Graduation,Divorced,,,,
7875,75,72025.0,0,Graduation,Married,,,,
7072,51,67432.0,1,Graduation,Married,,,,
6255,72,70545.0,1,Master,Together,,,,
6516,35,17487.0,1,Basic,Married,,,,
5564,55,62882.0,1,Graduation,Together,,,,
5682,71,64108.0,1,PhD,Single,,,,
7458,68,34941.0,2,Master,Together,,,,
5237,74,48767.0,3,PhD,Single,,,,
7761,46,38702.0,1,2n Cycle,Together,,,,
5278,60,82224.0,0,Graduation,Married,,,,
3560,72,83844.0,0,Graduation,Together,,,,
7235,49,17003.0,1,2n Cycle,Married,,,,
10548,29,71163.0,0,Graduation,Single,,,,
2281,54,33697.0,1,Graduation,Single,,,,
4073,70,63564.0,0,2n Cycle,Married,,,,
6974,52,83443.0,0,PhD,Together,,,,
7938,66,51518.0,1,PhD,Together,,,,
7094,49,58330.0,1,Graduation,Widow,,,,
3667,55,80952.0,0,Graduation,Married,,,,
7723,45,75507.0,0,Graduation,Together,,,,
3870,46,63855.0,0,2n Cycle,Together,,,,
4012,52,62220.0,1,PhD,Together,,,,
5909,60,58512.0,1,Graduation,Married,,,,
10470,45,40662.0,1,Master,Married,,,,
6488,65,38829.0,1,PhD,Married,,,,
10270,43,35523.0,1,2n Cycle,Married,,,,
6887,57,79146.0,2,Graduation,Single,,,,
6406,36,78285.0,0,Master,Married,,,,
7573,46,31626.0,1,PhD,Single,,,,
4508,72,75127.0,0,Graduation,Single,,,,
221,69,48726.0,1,Graduation,Married,,,,
5331,47,74985.0,0,Graduation,Married,,,,
1911,37,67430.0,0,Graduation,Together,,,,
20,59,46891.0,1,2n Cycle,Married,,,,
8786,68,62058.0,1,Master,Married,,,,
10582,45,72063.0,1,Graduation,Married,,,,
1915,73,78939.0,0,PhD,Married,,,,
8897,59,42720.0,2,Graduation,Single,,,,
2371,52,33622.0,2,Graduation,Married,,,,
4303,67,6835.0,1,PhD,Together,,,,
6825,71,41452.0,2,Graduation,Together,,,,
1072,59,40760.0,1,PhD,Single,,,,
4964,66,74250.0,0,PhD,Together,,,,
2461,69,51124.0,2,Master,Single,,,,
10736,53,72258.0,1,Graduation,Single,,,,
3194,50,71466.0,0,PhD,Single,,,,
10839,48,36283.0,2,Graduation,Together,,,,
49,54,20587.0,1,Graduation,Single,,,,
4290,52,30467.0,1,Graduation,Married,,,,
10219,52,31590.0,1,Graduation,Together,,,,
4211,38,20425.0,1,Basic,Married,,,,
1135,64,17144.0,2,Master,Together,,,,
6299,56,42564.0,1,PhD,Divorced,,,,
10846,46,43783.0,1,Master,Married,,,,
347,48,40780.0,1,Graduation,Divorced,,,,
6543,79,62847.0,0,Master,Together,,,,
10446,67,82017.0,0,PhD,Married,,,,
3479,74,16813.0,0,Graduation,Single,,,,
11075,46,51267.0,2,Graduation,Married,,,,
4442,63,46524.0,1,Graduation,Single,,,,
199,62,45183.0,0,Master,Single,,,,
6722,70,70421.0,1,PhD,Married,,,,
796,59,60161.0,1,2n Cycle,Divorced,,,,
3749,51,73926.0,0,Graduation,Together,,,,
8523,56,19329.0,1,Graduation,Married,,,,
310,54,61872.0,1,Master,Married,,,,
8629,68,46984.0,2,Graduation,Widow,,,,
236,73,34838.0,2,Graduation,Married,,,,
9930,80,82716.0,0,PhD,Single,,,,
3483,66,48192.0,0,Graduation,Married,,,,
4599,48,49681.0,2,Master,Married,,,,
7326,53,56850.0,1,Master,Married,,,,
7352,67,55267.0,1,Graduation,Married,,,,
2350,52,59666.0,2,Graduation,Married,,,,
9145,52,72504.0,1,Graduation,Single,,,,
2964,43,26872.0,0,Graduation,Married,,,,
5585,52,21359.0,1,Graduation,Single,,,,
9687,49,73170.0,0,Graduation,Single,,,,
3732,69,52750.0,1,Master,Married,,,,
6303,38,91820.0,0,PhD,Together,,,,
11176,54,65968.0,1,PhD,Together,,,,
2986,48,30772.0,2,Graduation,Married,,,,
7462,70,22507.0,0,Graduation,Single,,,,
3900,52,65685.0,1,Graduation,Married,,,,
7034,46,25804.0,1,2n Cycle,Married,,,,
9493,44,76412.0,0,PhD,Single,,,,
1143,52,22063.0,1,Graduation,Married,,,,
1,63,57091.0,0,Graduation,Single,,,,
3855,61,22419.0,0,Graduation,Married,,,,
5536,65,87771.0,1,Graduation,Together,,,,
5989,65,78353.0,1,2n Cycle,Divorced,,,,
9499,70,93404.0,3,Graduation,Married,,,,
6768,62,37859.0,3,Graduation,Divorced,,,,
2150,66,80995.0,1,PhD,Widow,,,,
6646,40,16529.0,1,Graduation,Together,,,,
4887,48,55412.0,2,PhD,Divorced,,,,
8560,32,48789.0,0,Graduation,Single,,,,
3321,57,56575.0,2,PhD,Together,,,,
11003,44,25130.0,1,2n Cycle,Together,,,,
10402,57,35441.0,2,Graduation,Married,,,,
9904,68,71391.0,1,Graduation,Married,,,,
6141,52,49494.0,1,Master,Single,,,,
5687,44,81702.0,0,Graduation,Divorced,,,,
10856,44,45889.0,1,2n Cycle,Single,,,,
5121,47,56628.0,1,Graduation,Single,,,,
4186,74,34026.0,2,Graduation,Together,,,,
368,50,40049.0,1,Graduation,Married,,,,
3312,36,34176.0,1,Graduation,Single,,,,
11121,43,19419.0,1,Graduation,Married,,,,
5332,64,82504.0,0,2n Cycle,Married,,,,
5848,54,81205.0,0,Graduation,Together,,,,
10343,33,61618.0,0,2n Cycle,Single,,,,
5935,68,55284.0,1,Master,Single,,,,
2895,61,49980.0,1,Graduation,Single,,,,
10262,44,15072.0,2,Graduation,Married,,,,
7848,50,49166.0,1,Graduation,Single,,,,
9477,70,65324.0,1,PhD,Married,,,,
4856,67,82347.0,0,2n Cycle,Married,,,,
7186,58,30843.0,2,PhD,Together,,,,
5794,50,46374.0,1,PhD,Married,,,,
1456,45,60474.0,1,Graduation,Single,,,,
4877,51,38576.0,1,Master,Married,,,,
425,39,55357.0,2,Graduation,Married,,,,
3007,58,37758.0,2,Graduation,Together,,,,
1031,35,85710.0,0,2n Cycle,Married,,,,
4297,55,23228.0,1,Graduation,Together,,,,
807,55,44602.0,2,Master,Together,,,,
9553,37,7500.0,0,Graduation,Married,,,,
4271,35,38683.0,1,2n Cycle,Together,,,,
4120,49,49514.0,1,2n Cycle,Single,,,,
2036,51,57906.0,1,PhD,Together,,,,
115,58,43456.0,1,Master,Single,,,,
4259,38,19485.0,2,Master,Single,,,,
8687,46,53172.0,1,Graduation,Together,,,,
2447,45,30545.0,1,Graduation,Together,,,,
10140,41,70123.0,0,PhD,Together,,,,
9353,65,62450.0,1,Graduation,Single,,,,
3623,48,21675.0,1,Graduation,Together,,,,
738,43,42395.0,2,2n Cycle,Single,,,,
7631,46,61346.0,1,Master,Together,,,,
4789,71,80812.0,0,Graduation,Together,,,,
773,53,42835.0,2,Master,Divorced,,,,
10602,41,39922.0,1,Graduation,Married,,,,
1446,68,86424.0,0,Master,Single,,,,
3270,46,17117.0,1,2n Cycle,Together,,,,
8443,52,24762.0,1,Graduation,Single,,,,
9653,49,35797.0,1,Graduation,Married,,,,
8916,49,36627.0,2,Graduation,Divorced,,,,
8017,43,51111.0,2,2n Cycle,Married,,,,
5830,52,86857.0,0,PhD,Single,,,,
4597,54,82072.0,0,PhD,Together,,,,
7023,71,46231.0,3,PhD,Single,,,,
8086,65,42243.0,2,Graduation,Married,,,,
8825,62,51195.0,2,Graduation,Together,,,,
2930,46,68092.0,0,Master,Single,,,,
1928,51,31814.0,1,Graduation,Married,,,,
7108,59,51390.0,2,Master,Widow,,,,
10925,41,76630.0,0,Graduation,Married,,,,
9960,33,26868.0,1,Basic,Single,,,,
8800,81,48948.0,0,PhD,Divorced,,,,
9224,52,55260.0,1,PhD,Single,,,,
5519,68,64090.0,1,Graduation,Together,,,,
5046,66,78331.0,1,Graduation,Divorced,,,,
7037,50,37087.0,1,PhD,Married,,,,
905,38,21846.0,1,Graduation,Divorced,,,,
8624,66,81320.0,0,Graduation,Married,,,,
8945,54,54137.0,1,Graduation,Divorced,,,,
6445,57,66825.0,0,Graduation,Together,,,,
2727,51,57100.0,0,Graduation,Together,,,,
6404,55,58917.0,3,Graduation,Together,,,,
11074,47,85072.0,0,Graduation,Single,,,,
10150,63,86429.0,0,Graduation,Single,,,,
1968,53,45684.0,1,Graduation,Widow,,,,
6534,50,47889.0,1,Graduation,Together,,,,
9485,38,45921.0,0,PhD,Married,,,,
7053,58,78420.0,0,PhD,Single,,,,
4654,32,75114.0,0,Graduation,Together,,,,
9760,61,52278.0,1,PhD,Widow,,,,
1048,52,35641.0,1,Master,Married,,,,
10619,30,95529.0,0,Graduation,Single,,,,
9308,70,62820.0,0,Graduation,Married,,,,
10505,64,73113.0,0,Master,Together,,,,
8362,42,84169.0,0,PhD,Married,,,,
2625,70,42607.0,1,2n Cycle,Single,,,,
4637,70,74637.0,0,PhD,Single,,,,
9972,69,46015.0,2,PhD,Together,,,,
4483,31,72354.0,0,Graduation,Single,,,,
4487,55,39858.0,1,Master,Single,,,,
4988,76,34469.0,2,PhD,Married,,,,
8931,38,83033.0,1,Graduation,Together,,,,
5871,45,24401.0,0,Master,Together,,,,
2008,46,77583.0,0,Graduation,Married,,,,
3139,42,74116.0,0,2n Cycle,Single,,,,
10037,31,74293.0,0,Graduation,Single,,,,
10673,48,68397.0,1,PhD,Married,,,,
5303,50,79632.0,0,PhD,Together,,,,
538,35,46107.0,1,Graduation,Single,,,,
7922,73,64950.0,1,PhD,Single,,,,
5692,35,25443.0,1,Basic,Married,,,,
4843,72,75127.0,0,Graduation,Single,,,,
6383,53,32892.0,1,PhD,Together,,,,
1628,53,71796.0,0,Graduation,Together,,,,
1204,54,67536.0,1,PhD,Married,,,,
3673,53,55239.0,1,Graduation,Single,,,,
760,49,60554.0,1,PhD,Divorced,,,,
8957,72,64831.0,2,2n Cycle,Single,,,,
4128,62,56067.0,1,PhD,Together,,,,
6810,41,82025.0,0,Graduation,Divorced,,,,
5386,71,94384.0,0,Graduation,Together,,,,
8700,38,14906.0,0,Basic,Single,,,,
3202,37,51563.0,0,PhD,Married,,,,
1328,42,57937.0,1,2n Cycle,Married,,,,
8405,45,68274.0,2,Graduation,Divorced,,,,
6515,47,39771.0,1,Graduation,Together,,,,
2882,49,67893.0,1,2n Cycle,Divorced,,,,
7574,45,27922.0,1,PhD,Together,,,,
6387,48,52190.0,2,PhD,Together,,,,
5320,51,44051.0,2,Master,Divorced,,,,
5048,53,42767.0,2,PhD,Single,,,,
8146,48,46106.0,2,Master,Together,,,,
10031,48,16927.0,2,PhD,Married,,,,
5748,59,59754.0,1,Graduation,Married,,,,
2134,72,53700.0,1,Graduation,Single,,,,
1523,51,59041.0,2,Graduation,Married,,,,
9665,67,54237.0,1,PhD,Divorced,,,,
4640,57,70647.0,1,Graduation,Divorced,,,,
3635,62,52597.0,1,PhD,Single,,,,
3547,55,41021.0,1,Master,Together,,,,
2456,49,40233.0,1,PhD,Married,,,,
5633,44,50183.0,2,Graduation,Married,,,,
7801,65,54753.0,1,Graduation,Together,,,,
10489,51,92955.0,0,Graduation,Married,,,,
7011,51,33471.0,1,Graduation,Married,,,,
2620,50,34596.0,1,PhD,Married,,,,
3933,44,44010.0,1,Graduation,Together,,,,
10981,36,84219.0,0,Graduation,Married,,,,
1734,56,40706.0,3,PhD,Together,,,,
10995,36,15716.0,1,2n Cycle,Married,,,,
6357,65,59052.0,1,2n Cycle,Divorced,,,,
9209,53,80573.0,0,Master,Together,,,,
10286,62,83715.0,0,Graduation,Married,,,,
2611,65,82576.0,0,Master,Together,,,,
1600,59,56962.0,3,Master,Married,,,,
3308,72,35704.0,2,Graduation,Married,,,,
5407,70,53103.0,1,Graduation,Together,,,,
2166,64,46779.0,2,2n Cycle,Widow,,,,
3955,59,4861.0,0,Graduation,Divorced,,,,
6634,45,33462.0,1,Master,Divorced,,,,
3056,46,63693.0,1,Graduation,Divorced,,,,
5718,74,80763.0,0,Graduation,Married,,,,
6872,50,65352.0,1,PhD,Married,,,,
8164,46,82170.0,0,PhD,Married,,,,
4580,55,75759.0,0,Graduation,Married,,,,
9305,48,79689.0,0,2n Cycle,Single,,,,
453,68,35340.0,2,PhD,Widow,,,,
8545,70,85683.0,0,Graduation,Divorced,,,,
9850,52,24884.0,1,2n Cycle,Married,,,,
7378,43,42021.0,1,Master,Together,,,,
7646,35,64449.0,1,Graduation,Single,,,,
1640,70,64587.0,2,Graduation,Divorced,,,,
5184,29,34824.0,0,Graduation,Single,,,,
8492,46,75437.0,0,Graduation,Together,,,,
11188,67,26091.0,2,Graduation,Together,,,,
1212,51,52845.0,1,Graduation,Married,,,,
9097,68,46086.0,1,Graduation,Divorced,,,,
10473,68,78028.0,1,PhD,Widow,,,,
7962,37,95169.0,0,PhD,Single,,,,
9984,43,56337.0,2,2n Cycle,Married,,,,
5527,37,22434.0,1,Graduation,Together,,,,
6374,70,36930.0,1,PhD,Married,,,,
7453,70,36130.0,1,Graduation,Single,,,,
8952,71,65569.0,1,Master,Married,,,,
241,72,83844.0,0,Graduation,Together,,,,
8975,56,19514.0,2,Graduation,Married,,,,
6119,61,36736.0,2,PhD,Single,,,,
5236,45,77568.0,1,Graduation,Together,,,,
5723,48,49187.0,1,PhD,Together,,,,
1710,46,30168.0,1,Graduation,Single,,,,
1970,56,34053.0,1,Master,Together,,,,
5313,53,38196.0,2,Master,Married,,,,
10634,73,59412.0,0,Master,Married,,,,
7010,59,70924.0,0,2n Cycle,Married,,,,
8562,55,54165.0,0,Graduation,Together,,,,
3158,51,32300.0,1,Graduation,Married,,,,
4436,48,20180.0,0,Graduation,Single,,,,
5287,51,34961.0,1,Graduation,Married,,,,
2445,50,28440.0,1,PhD,Together,,,,
6059,71,64504.0,3,PhD,Together,,,,
4550,58,33564.0,1,Master,Together,,,,
4240,46,17345.0,1,Graduation,Married,,,,
8911,57,56320.0,1,PhD,Married,,,,
3706,46,28647.0,1,Graduation,Single,,,,
3628,37,15038.0,1,Basic,Single,,,,
10175,66,32173.0,1,PhD,Divorced,,,,
8985,60,68316.0,1,2n Cycle,Together,,,,
5204,53,74538.0,0,Graduation,Together,,,,
9220,53,91700.0,0,Graduation,Single,,,,
9888,55,68695.0,0,Graduation,Together,,,,
5263,47,31056.0,1,2n Cycle,Married,,,,
1020,51,79593.0,0,Graduation,Married,,,,
9503,44,28071.0,0,Graduation,Single,,,,
10613,66,37334.0,2,PhD,Together,,,,
67,52,46423.0,2,Master,Single,,,,
6019,53,37126.0,1,PhD,Married,,,,
5863,71,47703.0,1,Graduation,Married,,,,
3717,65,61180.0,1,Graduation,Married,,,,
6730,70,38998.0,2,Graduation,Married,,,,
10749,33,8028.0,0,Graduation,Single,,,,
4998,62,76081.0,0,Graduation,Together,,,,
6287,38,34728.0,1,Graduation,Together,,,,
5985,59,33168.0,1,Master,Single,,,,
4754,58,33585.0,1,Master,Married,,,,
4002,64,77037.0,1,PhD,Married,,,,
8870,40,35196.0,1,Graduation,Together,,,,
966,58,44529.0,1,Graduation,Married,,,,
4767,59,70924.0,0,2n Cycle,Married,,,,
9725,58,28764.0,2,PhD,Together,,,,
4475,75,69098.0,0,PhD,Married,,,,
5740,54,25959.0,2,2n Cycle,Divorced,,,,
5731,41,27100.0,1,Master,Married,,,,
7290,39,70596.0,0,Graduation,Single,,,,
3846,50,42557.0,1,Graduation,Married,,,,
8104,73,53312.0,0,PhD,Married,,,,
4507,72,72228.0,0,Graduation,Single,,,,
11013,37,67605.0,0,Graduation,Together,,,,
4491,75,62845.0,2,Master,Married,,,,
3759,66,65196.0,2,Graduation,Together,,,,
1162,37,42000.0,0,PhD,Single,,,,
2055,51,35860.0,2,PhD,Divorced,,,,
10766,60,65526.0,1,PhD,Married,,,,
4415,63,16860.0,2,Graduation,Married,,,,
3005,32,83528.0,0,Graduation,Single,,,,
2223,59,64176.0,1,2n Cycle,Divorced,,,,
4817,68,22304.0,0,Graduation,Divorced,,,,
2875,46,67023.0,0,Graduation,Married,,,,
10536,53,32892.0,1,PhD,Together,,,,
11112,58,70713.0,1,Graduation,Together,,,,
3807,69,59925.0,1,Graduation,Together,,,,
9197,71,39722.0,1,Graduation,Married,,,,
10832,66,46610.0,0,Graduation,Together,,,,
6421,63,88347.0,0,Graduation,Together,,,,
4207,43,87171.0,0,PhD,Married,,,,
577,48,26907.0,2,2n Cycle,Together,,,,
10855,56,50014.0,1,Master,Single,,,,
3081,46,41014.0,1,PhD,Married,,,,
3535,59,66294.0,0,Graduation,Single,,,,
247,53,36715.0,1,Graduation,Married,,,,
8707,68,79456.0,0,Graduation,Married,,,,
9523,42,40479.0,1,Graduation,Together,,,,
6072,54,75345.0,0,Master,Single,,,,
6295,47,54233.0,1,Graduation,Married,,,,
10914,54,24163.0,2,Graduation,Single,,,,
1509,66,84460.0,0,PhD,Together,,,,
5577,41,43776.0,1,Graduation,Together,,,,
7348,66,71691.0,0,PhD,Single,,,,
1127,51,85844.0,0,PhD,Married,,,,
1833,50,39190.0,1,PhD,Single,,,,
4944,65,71367.0,0,Graduation,Together,,,,
9080,52,38578.0,2,PhD,Single,,,,
6466,59,57236.0,2,PhD,Married,,,,
9964,45,61825.0,1,Graduation,Single,,,,
4790,66,79803.0,1,Graduation,Divorced,,,,
10245,38,80910.0,0,2n Cycle,Single,,,,
1109,42,27590.0,1,Master,Together,,,,
6001,45,56775.0,1,Graduation,Married,,,,
5538,49,83829.0,0,Graduation,Divorced,,,,
10552,45,54210.0,1,2n Cycle,Married,,,,
1545,38,38508.0,1,Graduation,Married,,,,
7409,54,53187.0,1,Graduation,Together,,,,
4444,52,30023.0,1,Graduation,Married,,,,
146,64,76045.0,0,PhD,Single,,,,
6271,72,50870.0,1,PhD,Married,,,,
10065,54,15315.0,0,2n Cycle,Married,,,,
4741,50,65463.0,1,2n Cycle,Married,,,,
246,59,66480.0,2,Graduation,Married,,,,
375,70,76773.0,0,Graduation,Divorced,,,,
1524,41,81698.0,0,2n Cycle,Single,,,,
10022,51,54466.0,2,PhD,Single,,,,
7451,64,98777.0,0,Master,Single,,,,
11010,40,16269.0,1,PhD,Single,,,,
4356,53,71819.0,1,Graduation,Together,,,,
3885,41,33569.0,1,PhD,Married,,,,
1175,41,36262.0,0,Master,Married,,,,
880,58,22634.0,0,Basic,Together,,,,
2320,46,47025.0,1,2n Cycle,Married,,,,
850,56,70566.0,1,Graduation,Single,,,,
4713,45,31605.0,1,PhD,Married,,,,
675,51,52034.0,2,Master,Divorced,,,,
5025,45,48526.0,1,Graduation,Single,,,,
2308,70,46734.0,1,Graduation,Married,,,,
5995,62,39552.0,2,Graduation,Divorced,,,,
6749,58,86358.0,2,Graduation,Single,,,,
1010,47,46931.0,3,Graduation,Together,,,,
8977,39,16581.0,0,Basic,Single,,,,
4756,72,63998.0,0,2n Cycle,Divorced,,,,
3412,73,67381.0,1,Master,Married,,,,
606,57,25930.0,2,Graduation,Single,,,,
5961,46,42693.0,1,Graduation,Married,,,,
2975,48,85606.0,1,Graduation,Together,,,,
2894,39,72903.0,0,Graduation,Single,,,,
7613,50,49669.0,1,2n Cycle,Together,,,,
10542,56,36778.0,2,PhD,Married,,,,
8015,62,85696.0,0,PhD,Divorced,,,,
10617,35,10979.0,0,Master,Divorced,,,,
11166,63,49678.0,1,Graduation,Married,,,,
849,71,56129.0,1,Master,Together,,,,
523,35,37155.0,1,Graduation,Married,,,,
4066,46,21282.0,1,2n Cycle,Divorced,,,,
8414,62,33419.0,1,PhD,Single,,,,
819,79,63285.0,0,Graduation,Widow,,,,
4961,50,21255.0,1,Master,Together,,,,
749,43,42162.0,1,Graduation,Together,,,,
5430,68,54450.0,2,Graduation,Together,,,,
7755,70,57744.0,1,PhD,Married,,,,
10525,38,26576.0,1,Graduation,Single,,,,
1453,81,57513.0,0,PhD,Widow,,,,
8310,60,68142.0,1,Graduation,Together,,,,
10710,45,7500.0,1,Graduation,Married,,,,
5031,50,83145.0,0,Graduation,Together,,,,
2613,64,54197.0,1,Master,Married,,,,
213,61,23091.0,2,PhD,Single,,,,
967,48,46049.0,2,Graduation,Married,,,,
1077,50,56715.0,0,Graduation,Together,,,,
7959,63,79410.0,0,Graduation,Married,,,,
640,73,57304.0,1,Graduation,Married,,,,
4252,59,44375.0,1,Graduation,Married,,,,
8432,68,54450.0,2,Graduation,Together,,,,
6218,59,59594.0,1,Graduation,Married,,,,
6905,30,80685.0,0,Graduation,Together,,,,
5922,50,40344.0,1,PhD,Married,,,,
3598,52,62710.0,1,Graduation,Married,,,,
6116,56,48985.0,1,2n Cycle,Married,,,,
6263,56,35322.0,3,Graduation,Together,,,,
10486,76,77142.0,0,Graduation,Married,,,,
2410,55,81657.0,0,Graduation,Single,,,,
193,28,14421.0,0,Basic,Married,,,,
3363,50,20130.0,0,2n Cycle,Married,,,,
